"activityId"	"subjectId"	"timeBodyAccMagnitudeMean"	"timeBodyAccMagnitudeStdDev"	"timeGravityAccMagnitudeMean"	"timeGravityAccMagnitudeStdDev"	"timeBodyAccJerkMagnitudeMean"	"timeBodyAccJerkMagnitudeStdDev"	"timeBodyGyroMagnitudeMean"	"timeBodyGyroMagnitudeStdDev"	"timeBodyGyroJerkMagnitudeMean"	"timeBodyGyroJerkMagnitudeStdDev"	"freqBodyAccMagnitudeMean"	"freqBodyAccMagnitudeStdDev"	"freqBodyAccJerkMagnitudeMean"	"freqBodyAccJerkMagnitudeStdDev"	"freqBodyGyroMagnitudeMean"	"freqBodyGyroMagnitudeStdDev"	"freqBodyGyroJerkMagnitudeMean"	"freqBodyGyroJerkMagnitudeStdDev"	"activityType"
1	16	0.0465538712490196	-0.258766694117647	-0.122744073620392	-0.258766694117647	-0.122744073620392	-0.363144483529412	0.0454189072960784	-0.485931932745098	-0.128136439392157	-0.671541834117647	-0.984568761176471	-0.410463241960784	-0.838408489803922	-0.378278490588235	-0.59486786372549	-0.669228540784314	-0.772715946862745	-0.72068229	NA
1	5	-0.112217308126786	-0.158338674394643	-0.1050797851	-0.158338674394643	-0.1050797851	-0.288333024071429	-0.0136221673928571	-0.355933083571429	-0.0147824973607143	-0.444532485357143	-0.909107445714286	-0.304992488892857	-0.852114960357143	-0.269481661080357	-0.484825491180357	-0.484262828928571	-0.721697647928571	-0.548053574821429	NA
1	3	-0.218360601434483	-0.254690333275862	0.033480524	-0.254690333275862	0.033480524	-0.280009317413793	0.14026642347931	-0.466411754137931	-0.0215572552965517	-0.566135217931034	-0.967788422758621	-0.290031535172414	-0.775936916551724	-0.186764516965517	-0.186284016931034	-0.569755772241379	-0.621360407758621	-0.607751646034483	NA
1	12	0.078020390362	-0.102204550448	0.127170545116	-0.102204550448	0.127170545116	-0.144064922688	0.15951540728	-0.35593036512	-0.124300942934	-0.5174937754	-0.9272298064	-0.153116002784	-0.7556709046	-0.029912425338	-0.47622064686	-0.442503784	-0.724184991	-0.5611764414	NA
1	21	0.174756829771154	-0.123455661519231	0.302702771198077	-0.123455661519231	0.302702771198077	-0.148138991523077	0.317971567673077	-0.284775644807692	-0.127372660532692	-0.426930725	-0.945461770576923	-0.251266388923077	-0.558843572346154	-0.144009889665385	0.334254241451923	-0.409516081153846	-0.62538202	-0.4995972025	NA
1	19	-0.193394011365385	0.0648173438653846	-0.0718891301903846	0.0648173438653846	-0.0718891301903846	0.109450990201923	0.196868843140385	0.100045071430769	0.0453737742615385	-0.164699977592308	-0.843658610961538	0.0322272296217308	-0.817423291346154	0.0730179928688462	-0.437756498725	-0.0952460452365385	-0.608986572884615	-0.262442822846154	NA
1	28	-0.152662352292593	-0.1806660203	-0.0393153015537037	-0.1806660203	-0.0393153015537037	-0.299223359444444	-0.0471540953148148	-0.310775945814815	-0.108900512459259	-0.546248758518519	-0.9562561	-0.352156841666667	-0.766730709259259	-0.360811456296296	-0.515733461533333	-0.514602424814815	-0.634517366296296	-0.595965103703704	NA
1	6	-0.242126027338596	-0.166840713631579	0.0430821487754386	-0.166840713631579	0.0430821487754386	-0.195117026052632	0.0583583812982456	-0.281207841122807	-0.0010134570077193	-0.321290483140351	-0.790776615964912	-0.201386607649123	-0.723624711754386	-0.055401423331579	-0.59155113245614	-0.329681123368421	-0.827672261403509	-0.366500534122807	NA
1	26	0.0236828028474576	-0.223399171830508	-0.00335782971101695	-0.223399171830508	-0.00335782971101695	-0.290758024915254	0.00541384142372881	-0.392092024067797	-0.00632312048474576	-0.51239882559322	-0.940609401525424	-0.379836742711864	-0.741088417457627	-0.293358341186441	-0.261302670847458	-0.551927613050847	-0.643463763932203	-0.619461036101695	NA
1	13	-0.309211516438597	-0.135643867842105	-0.209624347982456	-0.135643867842105	-0.209624347982456	-0.133205034736842	0.0434607098982456	-0.218669558421053	0.00571259730701754	-0.303508210175439	-0.879936484912281	-0.23460086645614	-0.679830032105263	-0.15211150075614	0.0526439079824561	-0.267472373877193	-0.591262687157895	-0.338527133789474	NA
1	22	-0.0111736296913043	0.0722419121669565	-0.31938711731087	0.0722419121669565	-0.31938711731087	0.02291996735	0.301967843178261	-0.210608043717391	-0.148733588776087	-0.461999528913043	-0.803089870869565	-0.0241584964891304	-0.809562340869565	0.0659727285	0.104660687641304	-0.438378722826087	-0.599009055434783	-0.553946121521739	NA
1	20	-0.0373081043529412	0.039402280578902	-0.0437032618098039	0.039402280578902	-0.0437032618098039	-0.0429359302764706	0.109784247830784	0.0686275147882353	0.281595277588235	-0.194893253196078	-0.919671430392157	-0.00353341793921569	-0.904835379215686	0.0545269493972549	-0.537465205490196	-0.0520065599062745	-0.713304585294118	-0.180365335498431	NA
1	29	0.289401735150943	-0.0955213393716981	0.221648855707547	-0.0955213393716981	0.221648855707547	-0.240231677415094	0.180642210245283	-0.28057326754717	-0.171030909339623	-0.506242118113208	-0.933026349245283	-0.235683305566038	-0.676316832641509	-0.108978206490566	-0.747808638867924	-0.416817853396226	-0.791679035283019	-0.628501115849057	NA
1	7	-0.384458664329825	-0.0978090439438596	-0.0923080933192982	-0.0978090439438596	-0.0923080933192982	-0.192948900438596	0.0794142048929825	-0.305959351403509	0.0849310930229824	-0.300022779964912	-0.913716383157895	-0.151243649578947	-0.614521382631579	-0.0384187298547368	-0.205168012894737	-0.192909765467895	-0.561264979157895	-0.155339855862632	NA
1	27	0.284315163877193	-0.238853875263158	-0.0982154487526316	-0.238853875263158	-0.0982154487526316	-0.230500549298246	-0.060263666322807	-0.396638753684211	-0.208760805010526	-0.562587199473684	-0.965578364912281	-0.327229405789474	-0.857867484561403	-0.259934013157895	-0.60897942245614	-0.519451704035088	-0.658520270350877	-0.623288199649123	NA
1	14	0.187690336694915	-0.144404671779661	-0.0934798823508475	-0.144404671779661	-0.0934798823508475	-0.377293155084746	-0.172599974159322	-0.137208741864407	-0.0797970680084746	-0.519895046779661	-0.972338682033898	-0.373516771016949	-0.639223622711864	-0.431591453389831	-0.145038700798305	-0.311386449661017	-0.521063133949152	-0.591036936101695	NA
1	23	-0.332004849152542	-0.0988770198220339	-0.208939084472881	-0.0988770198220339	-0.208939084472881	-0.0670819655881356	-0.199181288642373	-0.0120968259523729	0.105507240813559	0.0115305410508475	-0.934532167966102	-0.0942606311677966	-0.811011971525424	-0.0180705701559322	-0.481263965254237	0.185078207383051	-0.655826517966102	0.146618569064407	NA
1	30	0.205258501430769	-0.195140032969231	0.0380901197492308	-0.195140032969231	0.0380901197492308	-0.352111713846154	0.0690818349630769	-0.0229640797463077	0.0941046371015385	-0.472068729846154	-0.961727361230769	-0.342363772923077	-0.773717689384615	-0.347180134692308	-0.295124980632308	-0.358344356	-0.547527396707692	-0.547621753230769	NA
1	25	-0.0218720267351351	-0.40528943	0.0456619033932432	-0.40528943	0.0456619033932432	-0.538291424594595	-0.0306730704972973	-0.394362401351351	-0.0425163656309459	-0.678466069054054	-0.988587429864865	-0.566060023108108	-0.678790617432432	-0.564591342162162	0.196756350367568	-0.562733252702703	-0.767233456621622	-0.770300895540541	NA
1	24	-0.243419699448276	-0.299983613965517	0.135743687013793	-0.299983613965517	0.135743687013793	-0.399722201034483	0.0602800076793103	-0.403064156896552	0.0309122402568966	-0.507824745862069	-0.978467704827586	-0.434618912068966	-0.758327191724138	-0.418641046896552	-0.096479959125	-0.534509163793103	-0.84971837637931	-0.571594392068966	NA
2	1	-0.240762604709434	-0.129927630735849	0.0963139010660377	-0.129927630735849	0.0963139010660377	-0.466503446226415	0.022801332645283	-0.126735589969811	-0.0977466063226415	-0.59488286509434	-0.971169189433962	-0.352395944716981	-0.596216743962264	-0.44265216245283	-0.686853361509434	-0.325961457396226	-0.496216834792453	-0.634665082075472	"WALKING_UPSTAIRS"
2	8	-0.168401559609756	0.121026629195122	-0.0355258931585366	0.121026629195122	-0.0355258931585366	-0.141494613465854	-0.109103119353659	0.166447991	0.121521785397561	-0.400664014146341	-0.889712524878049	-0.13026451905122	-0.782479516341463	-0.131850567460976	-0.864175517804878	-0.229610952609756	-0.628119494756098	-0.46327057804878	"WALKING_UPSTAIRS"
2	15	0.0259585490416667	-0.000971394711666667	0.0801686673866667	-0.000971394711666667	0.0801686673866667	-0.316050382083333	-0.18154931694375	-0.201217274	-0.01211432475	-0.663637117708333	-0.980176735833333	-0.165242147958333	-0.596285982708333	-0.261956679958333	-0.675377632291667	-0.45369356625	-0.582738782791667	-0.731422357916667	"WALKING_UPSTAIRS"
2	2	-0.288635938541667	-0.107322679520833	-0.0506586726450208	-0.107322679520833	-0.0506586726450208	-0.321268911041667	0.2086261309375	-0.219713472958333	-0.1963162895	-0.572816438541667	-0.88588693625	-0.14531853915625	-0.757133489583333	-0.189511136902083	-0.581564435208333	-0.450612184791667	-0.6244172480625	-0.60079849625	"WALKING_UPSTAIRS"
2	17	-0.385637547708333	-0.0128062276916667	0.163488092620833	-0.0128062276916667	0.163488092620833	-0.357233897916667	-0.0423304251802083	-0.235191249091667	-0.11064561305	-0.637367490625	-0.970813271875	-0.150305643291667	-0.732281915208333	-0.360299853125	-0.7793650575	-0.504066956875	-0.739385746458333	-0.669008763541667	"WALKING_UPSTAIRS"
2	9	0.233974790832653	-0.260727581428571	-0.057498012077551	-0.260727581428571	-0.057498012077551	-0.440667540204082	-0.181009621142857	-0.0833234490061224	-0.0401468311991837	-0.672840561836735	-0.985946741632653	-0.372890348979592	-0.761357658163265	-0.419533108571429	-0.592811698081633	-0.531482693877551	-0.621321914157143	-0.734159449387755	"WALKING_UPSTAIRS"
2	18	-0.0819488300206897	-0.279146312758621	0.0688047587258621	-0.279146312758621	0.0688047587258621	-0.601463948275862	-0.0892197420741379	-0.3691086	0.199103252117241	-0.781652689310345	-0.98510886637931	-0.436561064482759	-0.684409249827586	-0.574481396551724	-0.389856055465517	-0.654029089310345	-0.484882584403448	-0.826193160862069	"WALKING_UPSTAIRS"
2	16	0.0883422566411765	-0.233990331568627	0.108418890215686	-0.233990331568627	0.108418890215686	-0.48321905	-0.0812591021431373	-0.308260568039216	0.0242689251419608	-0.737705162156863	-0.986585381764706	-0.370649738235294	-0.650001930588235	-0.475597717843137	-0.489624889823529	-0.630546675490196	-0.595215985980392	-0.787833632352941	"WALKING_UPSTAIRS"
2	11	-0.00681602405555556	-0.132594623759259	0.0383790680722222	-0.132594623759259	0.0383790680722222	-0.509587701296296	-0.161096307922222	-0.255048336944444	0.111754202898148	-0.757314813888889	-0.990634843148148	-0.336061027407407	-0.663395905555556	-0.475928501666667	-0.388811552183333	-0.55009966	-0.509452920555556	-0.795986113703704	"WALKING_UPSTAIRS"
2	3	-0.128013881028814	-0.184014895	-0.0463347493661017	-0.184014895	-0.0463347493661017	-0.436901159491525	0.0642124281694915	-0.347321812220339	-0.134843174730508	-0.658861401355932	-0.967670959152542	-0.315866079491525	-0.697303169152542	-0.412920898474576	-0.471453166413559	-0.514211583728814	-0.663462067118644	-0.716877778644068	"WALKING_UPSTAIRS"
2	12	0.0985231819615385	-0.229183927115385	0.163692124467308	-0.229183927115385	0.163692124467308	-0.432469300961538	0.0898113239153846	-0.316561585961538	-0.0618267930884615	-0.674972132307692	-0.960916428461538	-0.290005418653846	-0.60277665	-0.3208844625	-0.227592469276923	-0.594032515192308	-0.691958021730769	-0.714332592115385	"WALKING_UPSTAIRS"
2	10	0.053198012812766	-0.0266623294757447	0.138516420442553	-0.0266623294757447	0.138516420442553	-0.262038042446809	-0.0271347419574468	0.0438573846851064	0.0533772470680851	-0.523462968510638	-0.950255493191489	-0.166866721574468	-0.754972782978723	-0.153553147382979	-0.710475794255319	-0.265371689148936	-0.604090384468085	-0.600582998297872	"WALKING_UPSTAIRS"
2	19	-0.1811226382875	0.01738119347275	-0.051493167478	0.01738119347275	-0.051493167478	-0.114189605875	-0.2204795131975	-0.06161577145	-0.246676524625	-0.372790526575	-0.9152688925	-0.07962876322	-0.84478699125	-0.187391317015	-0.89875846575	-0.28884026785	-0.74385428575	-0.4771839145	"WALKING_UPSTAIRS"
2	28	-0.14635347345098	-0.186240503960784	0.115106481498039	-0.186240503960784	0.115106481498039	-0.388086248235294	-0.00559237265098039	-0.263415282690196	-0.163606417058824	-0.620279797647059	-0.956991600784314	-0.213519364760784	-0.620680056392157	-0.294433415745098	-0.394326807725098	-0.534835409607843	-0.598861535078431	-0.662505819411765	"WALKING_UPSTAIRS"
2	6	-0.0811691955352941	0.0177790974433333	0.152428541392157	0.0177790974433333	0.152428541392157	-0.207379799254902	-0.096433785852549	-0.12912124415098	-0.113890188898039	-0.342895367921569	-0.906327058039216	-0.0819479396203922	-0.666674470588235	-0.169868234496078	-0.338330831607843	-0.230627015078431	-0.80103432372549	-0.45923633377451	"WALKING_UPSTAIRS"
2	4	-0.0566491326019231	-0.153703935357692	0.163843926507692	-0.153703935357692	0.163843926507692	-0.400922254807692	-0.101510168373077	-0.299779407884615	0.0747129923673077	-0.686978374423077	-0.919919603846154	-0.276825498230769	-0.515315669788462	-0.397406285	-0.689855609480769	-0.575794072115385	-0.709905587519231	-0.740749226346154	"WALKING_UPSTAIRS"
2	13	-0.282273394636364	-0.10115350174	0.113082527947273	-0.10115350174	0.113082527947273	-0.456190454	-0.0850911040945455	-0.237182958116364	-0.0802601529109091	-0.631964902181818	-0.953491260909091	-0.367522800909091	-0.695153902363636	-0.425100006545455	-0.649756775090909	-0.485477308909091	-0.690375598	-0.656088544363636	"WALKING_UPSTAIRS"
2	22	-0.102774716338095	0.210282608333333	-0.119014701466667	0.210282608333333	-0.119014701466667	-0.0957840344357143	0.137854905169048	-0.1280319236	-0.16214357802381	-0.568111869047619	-0.906621198095238	-0.0866905123880952	-0.617844509285714	-0.0458020362119048	-0.457798858166667	-0.369902	-0.643438500714286	-0.667996003333333	"WALKING_UPSTAIRS"
2	20	0.0405764300941176	0.00872502461176471	0.0132266977527451	0.00872502461176471	0.0132266977527451	-0.255611242098039	-0.385810859686274	0.0223302538235294	0.0707192066411765	-0.37192841627451	-0.922130185098039	-0.205009295196078	-0.463357200862745	-0.215014031556863	-0.650055050392157	-0.286627716823529	-0.80190783627451	-0.450393446470588	"WALKING_UPSTAIRS"
2	29	-0.10270904725102	0.00834360271428571	0.13922715355102	0.00834360271428571	0.13922715355102	-0.344324833061224	0.0480935440942857	0.0439627677608163	0.315765537836735	-0.617340803061225	-0.964509794897959	-0.108306402963265	-0.621524135306122	-0.239108046693878	-0.471572994612245	-0.357213897032653	-0.431443287877551	-0.697454553061225	"WALKING_UPSTAIRS"
2	7	-0.241712520835294	-0.198074437978431	0.175134577692157	-0.198074437978431	0.175134577692157	-0.458695232352941	0.0506496342	-0.239099165627451	-0.0904911639127451	-0.661969771960784	-0.980486949803922	-0.378618761568627	-0.606853781176471	-0.45478324745098	-0.478397483784314	-0.533982945882353	-0.516367672058824	-0.673327281960784	"WALKING_UPSTAIRS"
2	5	-0.00521966754680851	0.0435562021989362	0.0599659928914043	0.0435562021989362	0.0599659928914043	-0.247403476914894	-0.1137826693	-0.235516929306383	-0.107791091404255	-0.47348816787234	-0.899204732765957	-0.169261525	-0.519745682531915	-0.264674938957447	-0.56368286706383	-0.392564530851064	-0.790780901489362	-0.571344138723404	"WALKING_UPSTAIRS"
2	14	0.287351333574074	0.140108204051852	0.103983171289259	0.140108204051852	0.103983171289259	-0.28366383592037	-0.115999836296296	0.365779419444444	-0.00725552679074074	-0.399921949557407	-0.952347966111111	-0.0759851813333333	-0.605354082592593	-0.288744334092593	-0.75550584862963	0.0488588668185185	-0.629321291	-0.457250612407407	"WALKING_UPSTAIRS"
2	23	-0.397587216470588	-0.0117536873784314	0.0968228991362745	-0.0117536873784314	0.0968228991362745	-0.311143885098039	-0.0349104133980392	-0.156527148792745	-0.164431925180392	-0.504367150588235	-0.961238432941177	-0.231382662235294	-0.809026129019608	-0.302968064764706	-0.767263142627451	-0.380388292223529	-0.810619468039216	-0.51871565	"WALKING_UPSTAIRS"
2	21	0.0676016646765957	-0.0810453188106383	0.134823661963134	-0.0810453188106383	0.134823661963134	-0.355047693617021	0.0181230225978723	-0.168982721146809	-0.227508260489362	-0.577935642978723	-0.938997023617021	-0.257894449148936	-0.660475854893617	-0.355443706553191	-0.646451779914894	-0.475369886808511	-0.697014559148936	-0.628915748723404	"WALKING_UPSTAIRS"
2	30	0.175633178106154	-0.137627857227385	0.178510132176615	-0.137627857227385	0.178510132176615	-0.596600099538461	-0.16460300006	-0.113608367276923	0.252142665258462	-0.718780256769231	-0.980246597076923	-0.400588353846154	-0.670265030615385	-0.549784890615385	-0.570656271953846	-0.449150735076923	-0.2392910062	-0.773974451846154	"WALKING_UPSTAIRS"
2	27	-0.266901688431373	-0.160589355980392	0.0864340601568627	-0.160589355980392	0.0864340601568627	-0.479067422156863	-0.199060922866667	-0.286145719598039	-0.00545248831372549	-0.699895090784314	-0.97788059254902	-0.393928937058824	-0.602491224705882	-0.460770277843137	-0.104957459705882	-0.607667730196078	-0.485457139803922	-0.71917980372549	"WALKING_UPSTAIRS"
2	25	-0.0959674030393846	-0.305772199076923	0.207780079881538	-0.305772199076923	0.207780079881538	-0.679160843538462	-0.0355171344321538	-0.3186346998	0.169521979092308	-0.777106026615385	-0.990130235230769	-0.527907561538462	-0.720907859076923	-0.654795110615385	-0.596001686309231	-0.567153469846154	-0.528036701076923	-0.822403906	"WALKING_UPSTAIRS"
2	26	-0.241543919654545	-0.142874499381818	0.114119271849455	-0.142874499381818	0.114119271849455	-0.404463896363636	0.251510269509091	-0.344427047636364	-0.0956595453272727	-0.648099850181818	-0.951159072545455	-0.167566383372727	-0.556171565454545	-0.294970470909091	-0.741224859636364	-0.556084778181818	-0.729153571636364	-0.673580662727273	"WALKING_UPSTAIRS"
2	24	-0.11275385249322	-0.226402822033898	0.180354127227627	-0.226402822033898	0.180354127227627	-0.488487620508475	0.0619625582542373	-0.33443583979661	0.143352354220339	-0.658751629152542	-0.978847560338983	-0.322300989322034	-0.758585886779661	-0.429800778813559	-0.467432029420339	-0.564664994745763	-0.601934360661017	-0.64611467	"WALKING_UPSTAIRS"
3	10	0.0630922155263158	0.250843769394737	0.0129445237444737	0.250843769394737	0.0129445237444737	0.0507010228431579	0.103247672868421	-0.0238468037578947	-0.321840354591053	-0.401854311315789	-0.842944755789474	0.220115703368421	-0.644518287105263	0.156978047052632	-0.391226715578947	-0.312347510289474	-0.759637024210526	-0.484196484736842	"WALKING_DOWNSTAIRS"
3	8	-0.262498837060526	0.176599311818421	-0.0744066138947368	0.176599311818421	-0.0744066138947368	0.262628490268421	0.135326652060526	0.0993429744078947	-0.163516342036842	-0.126189142894737	-0.825791006315789	0.301626757315789	-0.847143373947368	0.331528459921053	-0.5849580345	-0.00036272967368421	-0.775656798947368	-0.125179586744737	"WALKING_DOWNSTAIRS"
3	11	0.0841890538152174	0.126227657258696	0.147857585244196	0.126227657258696	0.147857585244196	-0.198206139934783	-0.0510163668891304	-0.19788336026087	-0.0210091228413043	-0.599294760652174	-0.95824477826087	0.0902807576630435	-0.720648167608696	-0.097454996626087	-0.531470968695652	-0.456170108913043	-0.624534779065217	-0.668340527608696	"WALKING_DOWNSTAIRS"
3	9	0.17796755202381	0.145886357935714	-0.163449938385714	0.145886357935714	-0.163449938385714	-0.16237608927619	-0.133525867835714	-0.168921400633333	-0.0302257720142857	-0.469028434047619	-0.95732146047619	0.222203941	-0.735296219285714	0.00716877883571429	-0.155145848571429	-0.347540226666667	-0.732193125	-0.463172053809524	"WALKING_DOWNSTAIRS"
3	4	-0.0966567595828889	-0.0491616726733333	0.0885502128444444	-0.0491616726733333	0.0885502128444444	-0.228851413747333	0.0128692237444444	-0.3466062928	-0.301383691622222	-0.592843014888889	-0.747880063555556	-0.01907433524	-0.743903786666667	-0.175295286557778	-0.502564595355556	-0.429213369555556	-0.643083106444444	-0.621752455777778	"WALKING_DOWNSTAIRS"
3	13	-0.289279047659574	-0.0294634299553191	0.0110964138510638	-0.0294634299553191	0.0110964138510638	-0.127926051502128	0.0557905207425532	-0.102114480531915	-0.0186011823148936	-0.323552439276596	-0.907223000212766	0.0528791880659574	-0.760911153617021	-0.0282156656914894	-0.319226569710638	-0.206121707212766	-0.782546198297872	-0.266399903210638	"WALKING_DOWNSTAIRS"
3	5	-0.332377481312766	0.211138853638298	0.117369004191489	0.211138853638298	0.117369004191489	-0.0637528559361702	-0.13008588376383	-0.218029835319149	-0.11639937212766	-0.39719562106383	-0.819450364893617	0.155742168808511	-0.584635611489362	0.00918394264170213	-0.342393750425532	-0.349338414731915	-0.792843803829787	-0.453697247021277	"WALKING_DOWNSTAIRS"
3	14	-0.490579540222222	0.185537706866667	-0.140791324071111	0.185537706866667	-0.140791324071111	0.0353601375466667	0.149135237911111	0.166340011842444	-0.267813072644444	-0.275120883488889	-0.819310051333333	0.471905155133333	-0.790375406888889	0.186223478065556	-0.216376061993333	-0.0787568406777778	-0.778865311555556	-0.254747132274667	"WALKING_DOWNSTAIRS"
3	12	-0.143307873723913	0.0183139429630435	0.116452928228261	0.0183139429630435	0.116452928228261	-0.107091019565217	0.01128303991	-0.213351510686957	-0.183861815173913	-0.442831079130435	-0.859121020434783	0.148017269434783	-0.748244098478261	0.0769968373	-0.303133096652174	-0.344938419969565	-0.71622021173913	-0.458227490826087	"WALKING_DOWNSTAIRS"
3	1	-0.251421070963265	0.0271882914106122	-0.153300444921224	0.0271882914106122	-0.153300444921224	-0.0894474807979592	0.110971354244898	-0.0757412543673469	-0.295883797938776	-0.295463843346939	-0.88399402755102	0.0965845343040816	-0.739122186938776	0.0262184949326531	-0.539384710693878	-0.185720285744898	-0.771541462040816	-0.281963359177551	"WALKING_DOWNSTAIRS"
3	30	0.00383217104370968	-0.0373901122469355	0.167703589880645	-0.0373901122469355	0.167703589880645	-0.293738801622581	0.0296408203108064	-0.095537320533871	-0.130896877688065	-0.574337006451613	-0.965230954193548	0.00410151034354839	-0.782598228548387	-0.125961400367742	-0.399755217519355	-0.356772347348871	-0.612488865854839	-0.617578814032258	"WALKING_DOWNSTAIRS"
3	28	-0.288139483021739	0.104359216580435	0.021150828256087	0.104359216580435	0.021150828256087	-0.0707560279130435	0.00877969624610869	-0.068246324026087	-0.0932185767065217	-0.340417305565217	-0.908176256304348	0.188840007695652	-0.766642214347826	-0.0128823827326087	-0.443625933108696	-0.223354793921739	-0.826013290086957	-0.396720714347826	"WALKING_DOWNSTAIRS"
3	6	-0.33677888375	0.333754731458333	0.132698053604167	0.333754731458333	0.132698053604167	0.10384507225	-0.113609100377083	0.0142677821595833	-0.11485438925	-0.0829366854166667	-0.697559559166667	0.395958034583333	-0.531075170125	0.243834258785417	-0.585820155479167	-0.0143735434	-0.781170852916667	-0.132705384364583	"WALKING_DOWNSTAIRS"
3	15	0.0430385937619048	0.320449387166667	-0.0825382178595238	0.320449387166667	-0.0825382178595238	-0.0372666071540476	-0.0363398443952381	-0.121686320740476	-0.0604635492619048	-0.509466648095238	-0.928470759047619	0.331150229285714	-0.740475518333333	0.158413334683333	-0.375450095235714	-0.373898631190476	-0.709182401904762	-0.565396130714286	"WALKING_DOWNSTAIRS"
3	24	0.124906858925455	-0.0737699163072727	0.2840167116	-0.0737699163072727	0.2840167116	-0.263106944836364	0.176440421254545	-0.304965806363636	-0.110367304156364	-0.497152238363636	-0.958719235454545	-0.0231701626603636	-0.739843992363636	-0.200830137109091	0.106074906254545	-0.374298686727273	-0.702079246818182	-0.474449925818182	"WALKING_DOWNSTAIRS"
